Trial	Identity	Answer	ReactionTime[s]	
1	B14	52	9.336599e+00
2	G35	49	7.337845e+00
3	G20	38	6.161903e+00
4	B33	35	6.615968e+00
5	G31	44	6.055922e+00
6	B21	54	8.199342e+00
7	B09	48	6.957204e+00
8	G37	34	9.907664e+00
9	G25	56	6.160514e+00
10	B32	71	6.421512e+00
11	B13	56	5.863563e+00
12	B28	49	9.331433e+00
13	G05	44	9.563275e+00
14	G23	26	6.640137e+00
15	G29	65	7.090284e+00
16	B41	42	6.448408e+00
17	B40	55	7.128207e+00
18	G36	53	6.185149e+00
19	B26	72	5.702936e+00
20	G17	61	9.279764e+00
21	G11	35	8.007819e+00
22	B25	40	7.967561e+00
23	G28	39	5.899845e+00
24	G22	49	1.155080e+01
25	G15	52	8.603542e+00
26	B37	37	5.929825e+00
27	G27	30	1.992889e+01
28	B16	41	7.588001e+00
29	B35	40	5.664053e+00
30	B36	46	7.925782e+00
31	G39	46	8.624644e+00
32	B29	60	5.806433e+00
33	B34	41	6.860296e+00
34	G08	53	5.770884e+00
35	B24	44	6.244219e+00
36	G07	47	8.296562e+00
37	G01	41	7.457668e+00
38	G09	56	7.426583e+00
39	G21	47	7.504315e+00
40	B23	56	6.507794e+00
41	B15	63	6.222417e+00
42	B20	53	5.758946e+00
43	G16	60	6.909390e+00
44	G24	31	9.052119e+00
45	B14	45	5.680480e+00
46	B21	53	6.556217e+00
47	G15	50	9.050563e+00
48	G31	51	5.665745e+00
49	G11	40	5.581526e+00
50	G05	52	6.694473e+00
51	G28	38	7.007261e+00
52	B41	37	9.925788e+00
53	B35	60	6.216781e+00
54	G21	50	7.936856e+00
55	G01	59	6.747423e+00
56	G08	48	7.264506e+00
57	G23	31	8.920256e+00
58	B26	64	6.552949e+00
59	B34	44	8.578495e+00
60	B28	47	6.333543e+00
61	G20	52	5.835551e+00
62	G22	50	8.053338e+00
63	B23	51	5.923687e+00
64	G29	63	9.801327e+00
65	G36	40	7.902854e+00
66	B32	65	5.523493e+00
67	G07	57	5.891800e+00
68	G35	55	5.744677e+00
69	G24	36	8.589139e+00
70	G16	62	5.767503e+00
71	B33	48	9.011309e+00
72	G27	22	1.566192e+01
73	B29	53	9.636729e+00
74	B13	53	5.427610e+00
75	B24	56	7.824584e+00
76	B25	40	8.784792e+00
77	B37	41	5.717426e+00
78	B20	56	5.597306e+00
79	G17	56	5.569497e+00
80	B09	57	5.730218e+00
81	G39	42	7.927409e+00
82	B36	40	6.606040e+00
83	B15	65	5.677673e+00
84	G09	61	5.874487e+00
85	G25	56	1.012544e+01
86	B16	49	5.709330e+00
87	B40	63	5.726006e+00
88	G37	34	8.186538e+00
89	G29	65	5.703984e+00
90	B25	43	5.617389e+00
91	B09	55	6.173014e+00
92	B23	53	5.528122e+00
93	B34	58	5.753860e+00
94	G28	35	1.077166e+01
95	G21	59	1.050982e+01
96	B26	62	5.495021e+00
97	G11	31	6.297271e+00
98	B37	47	5.609360e+00
99	G39	39	8.265537e+00
100	G35	45	9.510822e+00
101	B24	50	7.411098e+00
102	G20	51	6.722714e+00
103	B13	65	2.205771e+01
104	G23	20	7.674203e+00
105	G07	50	7.418536e+00
106	G08	41	8.029830e+00
107	G22	41	6.198636e+00
108	G16	68	6.357930e+00
109	B40	70	5.316650e+00
110	B16	44	5.610143e+00
111	G31	44	5.441520e+00
112	G09	68	5.935087e+00
113	B33	39	5.867852e+00
114	G17	62	6.774183e+00
115	G27	38	2.087527e+01
116	B20	62	8.597894e+00
117	G01	60	6.236151e+00
118	B28	47	5.638973e+00
119	B29	59	7.207672e+00
120	B14	50	8.873177e+00
121	G15	57	5.632359e+00
122	G25	52	6.178880e+00
123	G24	37	7.807998e+00
124	B15	69	5.961846e+00
125	B36	42	6.006619e+00
126	G05	43	5.715494e+00
127	B32	69	5.788115e+00
128	B21	68	7.268212e+00
129	B35	58	5.553901e+00
130	G36	50	5.590524e+00
131	G37	39	5.623177e+00
132	B41	62	5.746020e+00
133	B24	38	7.156937e+00
134	B15	83	5.736895e+00
135	G08	56	5.579056e+00
136	G05	42	5.851514e+00
137	B16	42	5.626643e+00
138	B26	70	5.647739e+00
139	B14	56	5.658971e+00
140	B28	52	5.577689e+00
141	B20	55	8.418852e+00
142	G22	42	5.667121e+00
143	G35	53	5.630780e+00
144	G23	26	5.535268e+00
145	B23	60	5.576690e+00
146	B21	46	5.606820e+00
147	B40	59	5.944273e+00
148	G15	76	5.658987e+00
149	B09	59	5.539269e+00
150	G37	46	5.506707e+00
151	B41	29	5.971509e+00
152	G09	79	5.596933e+00
153	G36	52	5.529496e+00
154	G01	51	6.160406e+00
155	G27	34	1.094078e+01
156	B37	40	5.979326e+00
157	G31	49	5.602077e+00
158	B25	35	5.632335e+00
159	B36	50	5.641694e+00
160	B34	41	5.656329e+00
161	G25	60	5.647557e+00
162	G28	47	5.773795e+00
163	G16	65	8.006640e+00
164	B29	56	5.452748e+00
165	G17	69	7.611135e+00
166	G29	63	7.336515e+00
167	G11	33	5.775792e+00
168	B13	43	5.981214e+00
169	B32	73	5.773740e+00
170	G20	59	5.655376e+00
171	G07	54	6.381406e+00
172	G24	43	9.583405e+00
173	G21	58	5.737198e+00
174	G39	57	5.630434e+00
175	B33	53	6.357304e+00
176	B35	56	5.570662e+00
