Trial	Identity	Answer	ReactionTime[s]	
1	B14	20	1.204573e+01
2	G35	63	7.907882e+00
3	G20	29	5.927134e+00
4	B33	37	5.811995e+00
5	G31	43	7.394433e+00
6	B21	46	6.978090e+00
7	B09	61	8.306530e+00
8	G37	23	6.873192e+00
9	G25	51	6.242194e+00
10	B32	83	6.326359e+00
11	B13	72	5.805746e+00
12	B28	31	6.568497e+00
13	G05	74	8.053266e+00
14	G23	31	6.758045e+00
15	G29	57	8.552963e+00
16	B41	21	7.616219e+00
17	B40	14	6.958601e+00
18	G36	31	6.450792e+00
19	B26	54	5.805968e+00
20	G17	37	8.890270e+00
21	G11	47	6.212805e+00
22	B25	46	8.645380e+00
23	G28	36	8.026447e+00
24	G22	37	9.005314e+00
25	G15	57	6.387287e+00
26	B37	52	8.687117e+00
27	G27	51	8.851883e+00
28	B16	40	5.582071e+00
29	B35	83	6.064042e+00
30	B36	65	6.038378e+00
31	G39	41	7.441377e+00
32	B29	78	9.519237e+00
33	B34	43	5.791577e+00
34	G08	58	5.752002e+00
35	B24	30	8.437506e+00
36	G07	70	7.769263e+00
37	G01	68	7.987835e+00
38	G09	59	7.377118e+00
39	G21	57	6.431071e+00
40	B23	77	5.980436e+00
41	B15	93	8.006290e+00
42	B20	63	9.372567e+00
43	G16	55	6.522205e+00
44	G24	44	6.229970e+00
45	B14	57	6.610833e+00
46	B21	84	6.867312e+00
47	G15	65	6.915334e+00
48	G31	41	6.754708e+00
49	G11	47	7.824036e+00
50	G05	64	6.786916e+00
51	G28	43	7.179007e+00
52	B41	19	5.879714e+00
53	B35	64	7.283092e+00
54	G21	49	6.710918e+00
55	G01	87	9.190365e+00
56	G08	65	5.578815e+00
57	G23	58	7.639755e+00
58	B26	75	5.822009e+00
59	B34	48	6.632123e+00
60	B28	37	7.006516e+00
61	G20	62	6.239912e+00
62	G22	53	6.888153e+00
63	B23	70	6.098346e+00
64	G29	34	9.409937e+00
65	G36	51	5.705320e+00
66	B32	76	5.692929e+00
67	G07	76	8.234796e+00
68	G35	78	8.149633e+00
69	G24	68	7.769179e+00
70	G16	92	6.042124e+00
71	B33	71	5.749104e+00
72	G27	73	6.535764e+00
73	B29	87	8.080541e+00
74	B13	74	6.750559e+00
75	B24	82	6.844607e+00
76	B25	50	8.887389e+00
77	B37	48	6.187028e+00
78	B20	71	5.939631e+00
79	G17	78	9.054668e+00
80	B09	71	7.341746e+00
81	G39	64	6.898943e+00
82	B36	55	7.808412e+00
83	B15	100	6.530565e+00
84	G09	61	6.394862e+00
85	G25	80	5.741860e+00
86	B16	20	5.810125e+00
87	B40	48	7.497024e+00
88	G37	45	5.787986e+00
89	G29	28	5.742796e+00
90	B25	73	5.745389e+00
91	B09	61	6.320442e+00
92	B23	58	7.153989e+00
93	B34	62	5.808988e+00
94	G28	43	5.634359e+00
95	G21	72	6.043822e+00
96	B26	60	6.338255e+00
97	G11	66	5.572013e+00
98	B37	66	5.793365e+00
99	G39	49	5.716580e+00
100	G35	75	5.708026e+00
101	B24	72	5.791836e+00
102	G20	71	5.848351e+00
103	B13	50	6.087753e+00
104	G23	65	5.635937e+00
105	G07	51	5.602193e+00
106	G08	54	5.845169e+00
107	G22	57	6.383557e+00
108	G16	75	6.289173e+00
109	B40	58	6.969348e+00
110	B16	56	5.842583e+00
111	G31	45	5.652834e+00
112	G09	65	5.733263e+00
113	B33	65	6.269148e+00
114	G17	68	7.561437e+00
115	G27	55	6.142393e+00
116	B20	67	6.980988e+00
117	G01	86	6.272991e+00
118	B28	44	7.861450e+00
119	B29	64	7.156074e+00
120	B14	73	7.618153e+00
121	G15	71	7.233568e+00
122	G25	70	7.725293e+00
123	G24	50	7.683051e+00
124	B15	69	7.377883e+00
125	B36	64	8.105422e+00
126	G05	97	7.278042e+00
127	B32	80	5.641466e+00
128	B21	84	6.928584e+00
129	B35	79	5.480233e+00
130	G36	72	5.695728e+00
131	G37	44	6.630123e+00
132	B41	37	7.576361e+00
133	B24	67	6.209207e+00
134	B15	79	5.535672e+00
135	G08	50	5.913287e+00
136	G05	80	6.292898e+00
137	B16	49	6.477329e+00
138	B26	67	6.597451e+00
139	B14	85	8.627044e+00
140	B28	56	6.014175e+00
141	B20	58	6.486673e+00
142	G22	81	8.203804e+00
143	G35	81	6.311384e+00
144	G23	63	7.236397e+00
145	B23	72	6.122965e+00
146	B21	77	6.597839e+00
147	B40	66	7.828484e+00
148	G15	56	5.648302e+00
149	B09	69	7.941495e+00
150	G37	44	5.531965e+00
151	B41	36	5.527846e+00
152	G09	58	5.792894e+00
153	G36	57	5.604508e+00
154	G01	79	7.599213e+00
155	G27	67	7.102400e+00
156	B37	62	5.704304e+00
157	G31	53	9.637318e+00
158	B25	46	6.892663e+00
159	B36	58	6.147140e+00
160	B34	46	6.560030e+00
161	G25	70	7.003301e+00
162	G28	48	5.570143e+00
163	G16	81	5.683588e+00
164	B29	68	6.773793e+00
165	G17	59	5.989431e+00
166	G29	10	5.924716e+00
167	G11	38	5.791236e+00
168	B13	58	6.939863e+00
169	B32	64	5.643153e+00
170	G20	78	5.822845e+00
171	G07	70	5.682648e+00
172	G24	55	5.632964e+00
173	G21	55	5.546591e+00
174	G39	49	5.532671e+00
175	B33	64	7.557934e+00
176	B35	71	7.826242e+00
