Trial	Identity	Answer	ReactionTime[s]	
1	B14	58	1.335295e+01
2	G35	66	7.138796e+00
3	G20	36	6.747178e+00
4	B33	53	5.702881e+00
5	G31	27	5.669828e+00
6	B21	60	6.503255e+00
7	B09	52	5.883980e+00
8	G37	17	5.774583e+00
9	G25	47	6.070950e+00
10	B32	66	5.613383e+00
11	B13	49	5.914657e+00
12	B28	22	5.937291e+00
13	G05	37	5.758603e+00
14	G23	29	5.933563e+00
15	G29	61	5.855049e+00
16	B41	36	6.116415e+00
17	B40	31	6.119134e+00
18	G36	61	5.840387e+00
19	B26	85	6.775909e+00
20	G17	34	6.095645e+00
21	G11	25	5.641038e+00
22	B25	31	5.783729e+00
23	G28	39	5.689981e+00
24	G22	44	5.594697e+00
25	G15	57	6.111425e+00
26	B37	37	5.536870e+00
27	G27	36	6.338583e+00
28	B16	24	5.618499e+00
29	B35	39	5.866639e+00
30	B36	53	6.200525e+00
31	G39	52	5.710706e+00
32	B29	50	5.752409e+00
33	B34	47	6.326180e+00
34	G08	24	5.897821e+00
35	B24	22	5.786631e+00
36	G07	59	5.798431e+00
37	G01	24	6.105983e+00
38	G09	67	6.735724e+00
39	G21	47	8.358439e+00
40	B23	65	7.031081e+00
41	B15	83	5.868715e+00
42	B20	38	6.055133e+00
43	G16	80	5.766617e+00
44	G24	31	1.114681e+01
45	B14	33	5.575208e+00
46	B21	63	5.801112e+00
47	G15	48	5.839288e+00
48	G31	41	5.722859e+00
49	G11	32	5.712487e+00
50	G05	71	7.178503e+00
51	G28	42	5.965319e+00
52	B41	63	6.465664e+00
53	B35	50	6.016466e+00
54	G21	44	5.599069e+00
55	G01	29	6.323793e+00
56	G08	40	6.133573e+00
57	G23	23	7.165658e+00
58	B26	15	6.005378e+00
59	B34	66	1.165537e+01
60	B28	61	6.154955e+00
61	G20	62	6.116520e+00
62	G22	57	6.463540e+00
63	B23	80	7.485176e+00
64	G29	47	6.593251e+00
65	G36	50	5.878192e+00
66	B32	61	7.059317e+00
67	G07	49	6.172842e+00
68	G35	87	6.686991e+00
69	G24	24	6.908090e+00
70	G16	56	5.809868e+00
71	B33	35	6.193074e+00
72	G27	26	7.947825e+00
73	B29	60	7.530086e+00
74	B13	66	6.271304e+00
75	B24	68	5.797117e+00
76	B25	41	6.242339e+00
77	B37	34	5.865129e+00
78	B20	34	6.080995e+00
79	G17	22	7.082168e+00
80	B09	67	5.885651e+00
81	G39	30	5.843230e+00
82	B36	56	6.299489e+00
83	B15	77	7.862076e+00
84	G09	52	7.712289e+00
85	G25	35	1.003817e+01
86	B16	46	6.883668e+00
87	B40	61	6.442585e+00
88	G37	34	9.399340e+00
89	G29	66	6.094208e+00
90	B25	38	6.171077e+00
91	B09	48	1.487327e+01
92	B23	51	5.538841e+00
93	B34	64	6.266057e+00
94	G28	55	5.344560e+00
95	G21	44	6.137830e+00
96	B26	48	5.331263e+00
97	G11	41	5.409302e+00
98	B37	43	5.924983e+00
99	G39	58	5.331225e+00
100	G35	73	5.519350e+00
101	B24	42	5.317880e+00
102	G20	58	5.771396e+00
103	B13	77	5.799043e+00
104	G23	23	5.947783e+00
105	G07	69	6.511996e+00
106	G08	55	5.585764e+00
107	G22	33	5.654292e+00
108	G16	69	6.264199e+00
109	B40	56	5.920725e+00
110	B16	61	6.334938e+00
111	G31	21	6.344544e+00
112	G09	87	6.611628e+00
113	B33	47	5.994562e+00
114	G17	49	6.310416e+00
115	G27	42	6.057978e+00
116	B20	38	5.825975e+00
117	G01	25	5.894730e+00
118	B28	76	7.006427e+00
119	B29	51	6.077397e+00
120	B14	70	5.601422e+00
121	G15	57	5.839645e+00
122	G25	51	5.974915e+00
123	G24	29	5.866189e+00
124	B15	64	5.564793e+00
125	B36	66	5.657878e+00
126	G05	56	6.027956e+00
127	B32	59	5.933075e+00
128	B21	50	6.267828e+00
129	B35	54	5.939469e+00
130	G36	45	5.881047e+00
131	G37	41	6.090025e+00
132	B41	77	6.405837e+00
133	B24	54	6.428461e+00
134	B15	53	8.362433e+00
135	G08	49	5.711150e+00
136	G05	43	7.587737e+00
137	B16	65	5.584645e+00
138	B26	80	5.737998e+00
139	B14	55	5.930529e+00
140	B28	51	5.796583e+00
141	B20	88	5.931594e+00
142	G22	79	5.788841e+00
143	G35	89	6.392008e+00
144	G23	12	5.798889e+00
145	B23	71	5.558547e+00
146	B21	46	5.835381e+00
147	B40	36	5.547716e+00
148	G15	57	7.088039e+00
149	B09	60	5.625673e+00
150	G37	41	8.448639e+00
151	B41	5	6.629472e+00
152	G09	48	5.462772e+00
153	G36	37	5.412652e+00
154	G01	47	5.402151e+00
155	G27	53	6.367285e+00
156	B37	42	5.535241e+00
157	G31	52	5.925337e+00
158	B25	32	5.933613e+00
159	B36	65	5.605378e+00
160	B34	70	5.442150e+00
161	G25	65	5.432779e+00
162	G28	70	5.426419e+00
163	G16	52	5.479726e+00
164	B29	64	5.484045e+00
165	G17	53	5.772235e+00
166	G29	55	6.049671e+00
167	G11	41	6.628175e+00
168	B13	80	5.973989e+00
169	B32	99	5.890621e+00
170	G20	54	6.560925e+00
171	G07	59	8.601099e+00
172	G24	50	5.911456e+00
173	G21	35	6.115845e+00
174	G39	59	5.880541e+00
175	B33	32	5.799133e+00
176	B35	47	6.315185e+00
