Trial	Identity	Answer	ReactionTime[s]	
1	B14	47	1.264646e+01
2	G35	45	8.899953e+00
3	G20	40	7.773674e+00
4	B33	28	8.910902e+00
5	G31	37	8.382968e+00
6	B21	45	7.534604e+00
7	B09	45	6.751642e+00
8	G37	18	1.121935e+01
9	G25	39	5.804607e+00
10	B32	48	6.746605e+00
11	B13	53	6.823698e+00
12	B28	48	6.513270e+00
13	G05	36	7.292997e+00
14	G23	23	8.336045e+00
15	G29	68	5.800688e+00
16	B41	46	7.374868e+00
17	B40	41	6.026547e+00
18	G36	40	6.142509e+00
19	B26	49	6.861394e+00
20	G17	47	6.996204e+00
21	G11	40	7.057307e+00
22	B25	36	8.075089e+00
23	G28	20	7.538093e+00
24	G22	28	9.129623e+00
25	G15	49	7.716512e+00
26	B37	34	6.002670e+00
27	G27	35	7.796991e+00
28	B16	42	7.563442e+00
29	B35	78	5.644750e+00
30	B36	45	5.726015e+00
31	G39	37	1.098936e+01
32	B29	60	7.330277e+00
33	B34	49	7.812363e+00
34	G08	27	6.693487e+00
35	B24	41	9.069274e+00
36	G07	49	5.722347e+00
37	G01	37	6.550496e+00
38	G09	57	7.391274e+00
39	G21	48	6.899718e+00
40	B23	48	5.822764e+00
41	B15	59	5.792394e+00
42	B20	35	8.674725e+00
43	G16	53	1.036196e+01
44	G24	29	9.938738e+00
45	B14	49	7.382580e+00
46	B21	63	7.024771e+00
47	G15	54	5.837191e+00
48	G31	35	8.792291e+00
49	G11	26	1.132070e+01
50	G05	32	5.981683e+00
51	G28	32	6.008113e+00
52	B41	42	5.659420e+00
53	B35	56	6.556857e+00
54	G21	48	5.586930e+00
55	G01	36	5.734226e+00
56	G08	28	5.670142e+00
57	G23	19	5.768469e+00
58	B26	73	5.586812e+00
59	B34	45	5.743374e+00
60	B28	67	8.235440e+00
61	G20	54	6.754378e+00
62	G22	33	7.377989e+00
63	B23	50	5.621546e+00
64	G29	59	5.858610e+00
65	G36	55	6.914998e+00
66	B32	47	7.643409e+00
67	G07	50	9.879193e+00
68	G35	50	6.535432e+00
69	G24	23	9.030556e+00
70	G16	52	6.146706e+00
71	B33	26	5.861841e+00
72	G27	40	7.712634e+00
73	B29	64	8.236707e+00
74	B13	59	6.315280e+00
75	B24	49	7.136362e+00
76	B25	24	8.279989e+00
77	B37	37	5.813637e+00
78	B20	40	6.631653e+00
79	G17	45	5.854960e+00
80	B09	60	5.674314e+00
81	G39	32	5.451339e+00
82	B36	41	8.948465e+00
83	B15	64	5.935937e+00
84	G09	46	5.775767e+00
85	G25	55	1.008872e+01
86	B16	35	5.642583e+00
87	B40	60	5.685425e+00
88	G37	40	5.772657e+00
89	G29	54	7.628856e+00
90	B25	22	1.107846e+01
91	B09	57	5.696496e+00
92	B23	50	6.982956e+00
93	B34	48	9.285397e+00
94	G28	38	5.747706e+00
95	G21	56	6.468108e+00
96	B26	68	6.274206e+00
97	G11	31	5.995807e+00
98	B37	32	5.616156e+00
99	G39	30	5.826036e+00
100	G35	43	5.745814e+00
101	B24	38	6.502562e+00
102	G20	37	5.833473e+00
103	B13	43	5.699897e+00
104	G23	40	6.562566e+00
105	G07	59	5.529818e+00
106	G08	35	5.675125e+00
107	G22	30	5.766282e+00
108	G16	80	5.668838e+00
109	B40	53	6.407323e+00
110	B16	55	5.797576e+00
111	G31	44	6.144505e+00
112	G09	47	5.723022e+00
113	B33	33	6.018780e+00
114	G17	50	5.735365e+00
115	G27	40	8.003218e+00
116	B20	47	5.552945e+00
117	G01	48	5.579829e+00
118	B28	47	5.825089e+00
119	B29	74	5.710795e+00
120	B14	43	7.398972e+00
121	G15	65	5.615667e+00
122	G25	53	5.679141e+00
123	G24	28	5.498859e+00
124	B15	46	5.596078e+00
125	B36	42	5.622505e+00
126	G05	38	5.827254e+00
127	B32	71	6.589743e+00
128	B21	65	6.480380e+00
129	B35	44	6.000038e+00
130	G36	69	5.766129e+00
131	G37	23	5.842177e+00
132	B41	51	5.557686e+00
133	B24	40	5.682892e+00
134	B15	78	8.026374e+00
135	G08	31	6.479936e+00
136	G05	28	5.802232e+00
137	B16	30	5.566905e+00
138	B26	52	5.823467e+00
139	B14	34	5.647486e+00
140	B28	47	5.648652e+00
141	B20	57	5.733062e+00
142	G22	28	5.582317e+00
143	G35	49	5.831449e+00
144	G23	19	8.757751e+00
145	B23	56	5.563910e+00
146	B21	48	6.216268e+00
147	B40	46	5.962597e+00
148	G15	47	5.652090e+00
149	B09	49	5.496403e+00
150	G37	39	5.728374e+00
151	B41	45	5.861317e+00
152	G09	54	5.796774e+00
153	G36	42	7.519370e+00
154	G01	36	5.746157e+00
155	G27	22	9.098105e+00
156	B37	20	5.814530e+00
157	G31	24	5.730419e+00
158	B25	28	5.949143e+00
159	B36	45	5.607546e+00
160	B34	45	5.646388e+00
161	G25	62	5.648100e+00
162	G28	35	5.769488e+00
163	G16	64	5.695285e+00
164	B29	56	5.590518e+00
165	G17	26	5.585425e+00
166	G29	69	5.530876e+00
167	G11	36	5.662357e+00
168	B13	72	6.085591e+00
169	B32	74	6.084936e+00
170	G20	42	5.722766e+00
171	G07	54	5.744788e+00
172	G24	33	5.721969e+00
173	G21	47	5.658488e+00
174	G39	35	5.919816e+00
175	B33	50	5.804444e+00
176	B35	55	5.713926e+00
