Trial	Identity	Answer	ReactionTime[s]	
1	B14	70	2.127395e+01
2	G35	48	1.382181e+01
3	G20	37	1.123003e+01
4	B33	37	8.241199e+00
5	G31	26	7.696079e+00
6	B21	46	8.974669e+00
7	B09	37	9.132708e+00
8	G37	41	1.182726e+01
9	G25	64	1.146414e+01
10	B32	90	1.287665e+01
11	B13	44	1.133453e+01
12	B28	38	1.192085e+01
13	G05	56	8.872581e+00
14	G23	14	1.714207e+01
15	G29	64	6.179910e+00
16	B41	61	6.026656e+00
17	B40	64	5.664532e+00
18	G36	35	8.664447e+00
19	B26	57	6.999296e+00
20	G17	54	9.290785e+00
21	G11	30	6.162310e+00
22	B25	61	6.136435e+00
23	G28	55	9.483461e+00
24	G22	24	1.725888e+01
25	G15	38	7.362633e+00
26	B37	46	8.929250e+00
27	G27	37	5.535766e+00
28	B16	42	5.928954e+00
29	B35	59	7.526493e+00
30	B36	34	8.887513e+00
31	G39	32	6.285883e+00
32	B29	63	6.956239e+00
33	B34	53	8.426788e+00
34	G08	53	8.104153e+00
35	B24	43	8.885584e+00
36	G07	50	7.266610e+00
37	G01	38	6.471672e+00
38	G09	56	1.360659e+01
39	G21	42	8.265855e+00
40	B23	65	8.166628e+00
41	B15	63	6.029917e+00
42	B20	36	5.470923e+00
43	G16	62	8.921214e+00
44	G24	36	6.744026e+00
45	B14	63	7.121099e+00
46	B21	53	5.872443e+00
47	G15	54	5.891747e+00
48	G31	54	9.361727e+00
49	G11	37	6.716769e+00
50	G05	39	9.203328e+00
51	G28	50	6.871604e+00
52	B41	40	6.597020e+00
53	B35	84	8.683513e+00
54	G21	55	9.704978e+00
55	G01	55	6.298005e+00
56	G08	59	9.986454e+00
57	G23	46	8.137407e+00
58	B26	49	6.402639e+00
59	B34	84	6.575183e+00
60	B28	72	8.349992e+00
61	G20	64	1.012625e+01
62	G22	37	6.529010e+00
63	B23	41	6.141175e+00
64	G29	65	6.986050e+00
65	G36	47	7.377847e+00
66	B32	37	9.071525e+00
67	G07	45	6.722556e+00
68	G35	58	7.329351e+00
69	G24	29	7.108448e+00
70	G16	43	6.756991e+00
71	B33	27	9.790311e+00
72	G27	33	6.497617e+00
73	B29	50	6.455290e+00
74	B13	61	8.794914e+00
75	B24	43	6.497731e+00
76	B25	46	1.228147e+01
77	B37	28	6.526917e+00
78	B20	51	6.591145e+00
79	G17	36	1.008767e+01
80	B09	68	9.000516e+00
81	G39	33	5.952266e+00
82	B36	64	6.434341e+00
83	B15	47	7.009007e+00
84	G09	49	1.127081e+01
85	G25	40	5.998662e+00
86	B16	35	6.138412e+00
87	B40	82	6.099963e+00
88	G37	42	9.845439e+00
89	G29	64	6.460704e+00
90	B25	60	6.301558e+00
91	B09	87	6.746314e+00
92	B23	99	6.135488e+00
93	B34	40	6.934513e+00
94	G28	55	1.101750e+01
95	G21	38	6.970076e+00
96	B26	84	7.315388e+00
97	G11	37	6.409910e+00
98	B37	58	7.247423e+00
99	G39	67	6.104723e+00
100	G35	66	6.764262e+00
101	B24	41	7.138438e+00
102	G20	79	7.600616e+00
103	B13	49	6.397538e+00
104	G23	31	6.749982e+00
105	G07	76	7.446944e+00
106	G08	51	6.092567e+00
107	G22	24	6.304049e+00
108	G16	87	6.423549e+00
109	B40	56	6.403007e+00
110	B16	25	6.475552e+00
111	G31	45	6.992466e+00
112	G09	47	9.084073e+00
113	B33	70	6.368935e+00
114	G17	68	6.778181e+00
115	G27	25	7.116660e+00
116	B20	28	5.692537e+00
117	G01	28	6.015590e+00
118	B28	58	7.466339e+00
119	B29	50	6.059933e+00
120	B14	83	6.279740e+00
121	G15	57	5.633466e+00
122	G25	46	5.821064e+00
123	G24	46	8.176890e+00
124	B15	50	6.295769e+00
125	B36	38	5.720327e+00
126	G05	43	7.645875e+00
127	B32	69	6.963390e+00
128	B21	55	6.991070e+00
129	B35	47	5.757715e+00
130	G36	38	5.881476e+00
131	G37	51	7.725904e+00
132	B41	82	6.214383e+00
133	B24	52	6.159299e+00
134	B15	67	5.819062e+00
135	G08	51	6.574802e+00
136	G05	39	7.594819e+00
137	B16	64	6.379025e+00
138	B26	81	6.371311e+00
139	B14	34	6.194329e+00
140	B28	39	6.702744e+00
141	B20	57	6.115283e+00
142	G22	70	7.303269e+00
143	G35	60	6.572142e+00
144	G23	64	6.225478e+00
145	B23	59	6.727242e+00
146	B21	40	7.139450e+00
147	B40	79	6.780824e+00
148	G15	79	6.493034e+00
149	B09	67	6.206872e+00
150	G37	22	6.292577e+00
151	B41	18	6.711245e+00
152	G09	60	6.775696e+00
153	G36	5	6.425117e+00
154	G01	39	6.873822e+00
155	G27	51	6.695756e+00
156	B37	53	6.121063e+00
157	G31	54	6.042922e+00
158	B25	44	7.457450e+00
159	B36	34	6.283650e+00
160	B34	31	6.803114e+00
161	G25	77	6.726642e+00
162	G28	52	9.675451e+00
163	G16	45	6.818970e+00
164	B29	51	6.334909e+00
165	G17	77	6.748570e+00
166	G29	66	6.602647e+00
167	G11	32	6.300163e+00
168	B13	59	7.029997e+00
169	B32	95	6.560913e+00
170	G20	45	6.047330e+00
171	G07	53	5.996683e+00
172	G24	20	8.564532e+00
173	G21	40	6.355394e+00
174	G39	65	6.615112e+00
175	B33	39	7.062815e+00
176	B35	30	6.108976e+00
