Trial	Identity	Answer	ReactionTime[s]	
1	B14	64	2.445740e+01
2	G35	62	8.564199e+00
3	G20	57	7.442377e+00
4	B33	50	9.992055e+00
5	G31	52	7.482038e+00
6	B21	45	7.329854e+00
7	B09	48	6.907846e+00
8	G37	40	8.767541e+00
9	G25	61	9.079241e+00
10	B32	68	8.335408e+00
11	B13	53	5.935956e+00
12	B28	42	7.256799e+00
13	G05	53	8.639604e+00
14	G23	21	7.712155e+00
15	G29	63	6.933696e+00
16	B41	39	6.987695e+00
17	B40	51	6.781856e+00
18	G36	34	7.059094e+00
19	B26	36	8.532005e+00
20	G17	56	8.195872e+00
21	G11	29	7.532417e+00
22	B25	35	9.634242e+00
23	G28	42	6.498760e+00
24	G22	33	6.757068e+00
25	G15	48	7.536180e+00
26	B37	32	6.500825e+00
27	G27	39	5.841189e+00
28	B16	26	5.591176e+00
29	B35	58	6.590027e+00
30	B36	42	5.664705e+00
31	G39	29	6.520191e+00
32	B29	36	6.834552e+00
33	B34	57	7.868165e+00
34	G08	49	5.816497e+00
35	B24	41	8.415320e+00
36	G07	37	7.202137e+00
37	G01	54	6.716421e+00
38	G09	54	6.390820e+00
39	G21	44	7.378172e+00
40	B23	46	7.650432e+00
41	B15	65	6.516180e+00
42	B20	59	5.799826e+00
43	G16	55	9.315337e+00
44	G24	34	6.282125e+00
45	B14	61	6.536793e+00
46	B21	64	7.241795e+00
47	G15	47	7.684877e+00
48	G31	41	8.838999e+00
49	G11	47	7.539885e+00
50	G05	44	6.862504e+00
51	G28	45	6.909427e+00
52	B41	31	7.243885e+00
53	B35	65	6.807897e+00
54	G21	54	8.297526e+00
55	G01	55	6.584904e+00
56	G08	44	6.307093e+00
57	G23	20	6.615928e+00
58	B26	50	6.301787e+00
59	B34	62	6.207886e+00
60	B28	45	7.048534e+00
61	G20	39	7.720662e+00
62	G22	45	6.677481e+00
63	B23	42	7.004732e+00
64	G29	69	5.810298e+00
65	G36	50	6.081284e+00
66	B32	75	7.258043e+00
67	G07	55	6.201964e+00
68	G35	59	6.976011e+00
69	G24	35	6.439718e+00
70	G16	54	6.718648e+00
71	B33	46	7.891858e+00
72	G27	40	6.474862e+00
73	B29	72	6.286887e+00
74	B13	57	6.943335e+00
75	B24	61	9.091735e+00
76	B25	34	6.067405e+00
77	B37	35	6.644263e+00
78	B20	52	6.819455e+00
79	G17	50	8.365250e+00
80	B09	42	5.828432e+00
81	G39	35	7.830246e+00
82	B36	47	7.876280e+00
83	B15	49	9.001447e+00
84	G09	44	6.432421e+00
85	G25	51	7.940416e+00
86	B16	38	6.237077e+00
87	B40	42	6.866971e+00
88	G37	29	6.284331e+00
89	G29	62	6.538760e+00
90	B25	28	7.600618e+00
91	B09	43	6.089805e+00
92	B23	43	6.915607e+00
93	B34	51	6.039228e+00
94	G28	56	7.259286e+00
95	G21	55	6.095962e+00
96	B26	67	5.740227e+00
97	G11	41	6.805335e+00
98	B37	35	5.527334e+00
99	G39	33	7.100696e+00
100	G35	59	6.873000e+00
101	B24	48	8.308824e+00
102	G20	55	6.316361e+00
103	B13	53	5.872387e+00
104	G23	19	7.892776e+00
105	G07	47	6.252063e+00
106	G08	41	6.782998e+00
107	G22	52	7.098071e+00
108	G16	49	6.135566e+00
109	B40	46	7.464679e+00
110	B16	43	6.926893e+00
111	G31	49	6.171728e+00
112	G09	40	6.257239e+00
113	B33	46	6.828991e+00
114	G17	38	6.486992e+00
115	G27	37	6.373948e+00
116	B20	48	5.919265e+00
117	G01	57	6.082529e+00
118	B28	43	6.094407e+00
119	B29	50	7.073360e+00
120	B14	56	5.882406e+00
121	G15	60	7.257315e+00
122	G25	57	6.220048e+00
123	G24	54	6.276149e+00
124	B15	58	6.455011e+00
125	B36	54	6.223604e+00
126	G05	51	6.124769e+00
127	B32	77	5.779388e+00
128	B21	60	6.915962e+00
129	B35	55	5.993738e+00
130	G36	36	5.882978e+00
131	G37	20	5.897107e+00
132	B41	35	6.096231e+00
133	B24	52	5.969676e+00
134	B15	71	7.105934e+00
135	G08	44	5.523990e+00
136	G05	50	5.741676e+00
137	B16	38	7.917879e+00
138	B26	53	5.857798e+00
139	B14	53	6.114448e+00
140	B28	57	6.732909e+00
141	B20	61	6.253543e+00
142	G22	48	6.033224e+00
143	G35	64	5.899824e+00
144	G23	32	7.612631e+00
145	B23	52	5.844358e+00
146	B21	62	6.351401e+00
147	B40	57	7.149796e+00
148	G15	57	6.189958e+00
149	B09	53	6.113777e+00
150	G37	24	5.835662e+00
151	B41	40	6.673705e+00
152	G09	52	5.838152e+00
153	G36	36	5.940060e+00
154	G01	52	6.348599e+00
155	G27	39	6.505490e+00
156	B37	29	6.572533e+00
157	G31	52	6.484980e+00
158	B25	40	6.257079e+00
159	B36	42	6.409089e+00
160	B34	54	6.411062e+00
161	G25	66	7.251775e+00
162	G28	48	6.252837e+00
163	G16	55	6.010007e+00
164	B29	55	6.173328e+00
165	G17	49	5.907591e+00
166	G29	74	7.641091e+00
167	G11	34	7.996641e+00
168	B13	62	6.262741e+00
169	B32	64	5.895010e+00
170	G20	47	6.765974e+00
171	G07	44	6.740774e+00
172	G24	37	5.910058e+00
173	G21	54	5.847690e+00
174	G39	40	6.353058e+00
175	B33	45	6.423818e+00
176	B35	67	5.910272e+00
