Trial	Identity	Answer	ReactionTime[s]	
1	B14	75	1.350144e+01
2	G35	49	9.243750e+00
3	G20	52	8.056387e+00
4	B33	30	6.889736e+00
5	G31	43	9.448855e+00
6	B21	65	1.105414e+01
7	B09	41	6.539942e+00
8	G37	53	9.167299e+00
9	G25	55	1.099843e+01
10	B32	83	5.920351e+00
11	B13	51	1.028643e+01
12	B28	49	7.123750e+00
13	G05	61	9.675947e+00
14	G23	22	9.434419e+00
15	G29	63	6.097620e+00
16	B41	43	6.041169e+00
17	B40	75	6.383069e+00
18	G36	56	7.100108e+00
19	B26	36	9.292131e+00
20	G17	53	6.108978e+00
21	G11	49	7.930467e+00
22	B25	56	9.530015e+00
23	G28	30	6.708701e+00
24	G22	44	1.006994e+01
25	G15	49	6.594596e+00
26	B37	36	7.323893e+00
27	G27	39	9.347805e+00
28	B16	50	6.427031e+00
29	B35	65	5.979569e+00
30	B36	47	8.658778e+00
31	G39	29	1.081295e+01
32	B29	53	7.840325e+00
33	B34	49	8.772005e+00
34	G08	37	6.073717e+00
35	B24	47	6.136464e+00
36	G07	56	9.024802e+00
37	G01	40	7.214439e+00
38	G09	60	9.518952e+00
39	G21	52	6.257609e+00
40	B23	54	7.264727e+00
41	B15	60	6.661141e+00
42	B20	52	8.132159e+00
43	G16	65	8.885111e+00
44	G24	24	8.034309e+00
45	B14	60	7.013918e+00
46	B21	47	8.545222e+00
47	G15	58	6.561776e+00
48	G31	34	8.391915e+00
49	G11	34	6.405831e+00
50	G05	67	9.363649e+00
51	G28	49	8.601090e+00
52	B41	42	8.531094e+00
53	B35	64	6.281229e+00
54	G21	55	8.512723e+00
55	G01	49	6.356924e+00
56	G08	33	9.620272e+00
57	G23	22	1.051332e+01
58	B26	60	7.270786e+00
59	B34	79	6.329588e+00
60	B28	52	7.251469e+00
61	G20	54	8.515877e+00
62	G22	54	9.016238e+00
63	B23	55	9.500612e+00
64	G29	51	8.033114e+00
65	G36	57	6.709377e+00
66	B32	61	9.463023e+00
67	G07	61	9.546585e+00
68	G35	61	7.734610e+00
69	G24	33	9.159730e+00
70	G16	72	6.215053e+00
71	B33	39	5.736867e+00
72	G27	44	1.038597e+01
73	B29	57	8.180676e+00
74	B13	60	6.496164e+00
75	B24	44	6.056365e+00
76	B25	49	9.600570e+00
77	B37	47	9.703011e+00
78	B20	59	1.027359e+01
79	G17	41	7.418122e+00
80	B09	48	7.580148e+00
81	G39	33	8.860952e+00
82	B36	43	1.077574e+01
83	B15	61	6.241972e+00
84	G09	56	6.954126e+00
85	G25	64	8.716831e+00
86	B16	22	7.195824e+00
87	B40	71	7.122452e+00
88	G37	52	6.848642e+00
89	G29	66	1.047826e+01
90	B25	56	7.590167e+00
91	B09	55	6.994333e+00
92	B23	68	8.139530e+00
93	B34	75	8.670801e+00
94	G28	49	8.762516e+00
95	G21	57	7.811191e+00
96	B26	77	7.260110e+00
97	G11	45	9.910160e+00
98	B37	40	9.806068e+00
99	G39	42	7.717227e+00
100	G35	56	5.821090e+00
101	B24	52	7.430515e+00
102	G20	64	9.121186e+00
103	B13	45	8.902330e+00
104	G23	35	1.063881e+01
105	G07	48	7.714915e+00
106	G08	40	7.248551e+00
107	G22	48	5.914755e+00
108	G16	90	9.840090e+00
109	B40	76	7.150762e+00
110	B16	47	6.175031e+00
111	G31	55	7.593038e+00
112	G09	74	7.470179e+00
113	B33	53	6.166911e+00
114	G17	63	9.101228e+00
115	G27	45	8.481399e+00
116	B20	44	1.021022e+01
117	G01	42	5.979355e+00
118	B28	58	8.509941e+00
119	B29	62	6.941919e+00
120	B14	70	5.836611e+00
121	G15	61	5.654979e+00
122	G25	62	1.039361e+01
123	G24	38	1.065609e+01
124	B15	69	5.690786e+00
125	B36	43	8.841672e+00
126	G05	62	8.642690e+00
127	B32	68	6.406101e+00
128	B21	65	1.004643e+01
129	B35	79	5.951079e+00
130	G36	54	7.128713e+00
131	G37	46	6.354963e+00
132	B41	57	5.503035e+00
133	B24	57	9.024858e+00
134	B15	80	5.630308e+00
135	G08	40	5.538349e+00
136	G05	57	9.512253e+00
137	B16	46	6.388541e+00
138	B26	63	5.904784e+00
139	B14	65	8.484397e+00
140	B28	30	7.025386e+00
141	B20	55	8.627420e+00
142	G22	61	6.003352e+00
143	G35	64	7.280950e+00
144	G23	38	9.398776e+00
145	B23	59	8.331844e+00
146	B21	58	1.018463e+01
147	B40	68	6.084695e+00
148	G15	78	6.554921e+00
149	B09	39	6.566949e+00
150	G37	47	7.230259e+00
151	B41	43	7.520389e+00
152	G09	68	5.686614e+00
153	G36	57	5.913465e+00
154	G01	44	7.406822e+00
155	G27	34	8.869372e+00
156	B37	42	8.505406e+00
157	G31	45	5.692222e+00
158	B25	48	6.207185e+00
159	B36	29	7.489269e+00
160	B34	57	5.609933e+00
161	G25	69	8.388680e+00
162	G28	51	6.377233e+00
163	G16	61	5.856680e+00
164	B29	62	5.890740e+00
165	G17	73	6.793195e+00
166	G29	55	6.005018e+00
167	G11	37	6.099101e+00
168	B13	52	6.485353e+00
169	B32	76	7.170762e+00
170	G20	52	6.010288e+00
171	G07	67	6.730388e+00
172	G24	31	8.732993e+00
173	G21	50	5.682475e+00
174	G39	66	7.871721e+00
175	B33	48	5.645095e+00
176	B35	67	8.564885e+00
