Trial	Identity	Answer	ReactionTime[s]	
1	B14	49	1.494319e+01
2	G35	47	9.381916e+00
3	G20	43	9.648233e+00
4	B33	41	1.114445e+01
5	G31	56	1.050619e+01
6	B21	60	1.350752e+01
7	B09	47	9.988978e+00
8	G37	51	8.823765e+00
9	G25	37	1.045266e+01
10	B32	27	8.582035e+00
11	B13	41	7.994018e+00
12	B28	50	9.200325e+00
13	G05	51	1.265537e+01
14	G23	36	1.001861e+01
15	G29	60	9.236727e+00
16	B41	32	9.156079e+00
17	B40	40	6.548271e+00
18	G36	42	1.025002e+01
19	B26	50	8.000627e+00
20	G17	47	7.411486e+00
21	G11	35	7.651828e+00
22	B25	52	9.162244e+00
23	G28	42	7.963147e+00
24	G22	38	9.665923e+00
25	G15	49	1.017674e+01
26	B37	35	7.135617e+00
27	G27	55	9.983737e+00
28	B16	48	8.920149e+00
29	B35	57	9.355754e+00
30	B36	40	8.588200e+00
31	G39	48	8.451042e+00
32	B29	50	6.619528e+00
33	B34	25	9.506029e+00
34	G08	55	8.762293e+00
35	B24	49	5.722403e+00
36	G07	38	7.500932e+00
37	G01	77	1.251267e+01
38	G09	62	1.001864e+01
39	G21	63	9.134787e+00
40	B23	66	1.026770e+01
41	B15	58	9.297133e+00
42	B20	46	7.637605e+00
43	G16	53	5.969837e+00
44	G24	28	1.082743e+01
45	B14	68	7.040537e+00
46	B21	61	9.019225e+00
47	G15	58	6.813008e+00
48	G31	40	6.808265e+00
49	G11	55	1.222420e+01
50	G05	55	9.503905e+00
51	G28	48	7.260732e+00
52	B41	33	8.363216e+00
53	B35	49	8.868684e+00
54	G21	63	7.377418e+00
55	G01	47	6.329840e+00
56	G08	42	6.088129e+00
57	G23	55	8.765682e+00
58	B26	30	6.303343e+00
59	B34	48	9.711535e+00
60	B28	61	6.158761e+00
61	G20	69	9.190350e+00
62	G22	46	6.142721e+00
63	B23	55	6.110009e+00
64	G29	63	7.744651e+00
65	G36	29	9.549096e+00
66	B32	67	8.616671e+00
67	G07	81	8.308349e+00
68	G35	57	1.047728e+01
69	G24	40	9.787901e+00
70	G16	39	9.665610e+00
71	B33	58	1.002985e+01
72	G27	55	9.867143e+00
73	B29	88	1.109547e+01
74	B13	63	8.761384e+00
75	B24	78	1.289720e+01
76	B25	63	1.167107e+01
77	B37	44	1.420289e+01
78	B20	54	1.259766e+01
79	G17	70	1.067562e+01
80	B09	76	9.621413e+00
81	G39	43	1.208164e+01
82	B36	93	1.577650e+01
83	B15	67	8.134468e+00
84	G09	79	1.223406e+01
85	G25	66	1.483189e+01
86	B16	75	8.915598e+00
87	B40	47	1.201751e+01
88	G37	39	1.067538e+01
89	G29	52	1.229891e+01
90	B25	93	1.645021e+01
91	B09	62	7.600789e+00
92	B23	82	7.398056e+00
93	B34	19	2.192291e+01
94	G28	31	8.817694e+00
95	G21	54	5.627901e+00
96	B26	85	6.567528e+00
97	G11	36	6.006449e+00
98	B37	54	5.610548e+00
99	G39	43	6.380796e+00
100	G35	48	5.788637e+00
101	B24	61	9.618731e+00
102	G20	50	7.042620e+00
103	B13	57	8.113581e+00
104	G23	60	5.582910e+00
105	G07	40	5.766646e+00
106	G08	49	5.669510e+00
107	G22	53	6.110897e+00
108	G16	37	9.011966e+00
109	B40	46	6.799941e+00
110	B16	49	8.211415e+00
111	G31	51	7.213278e+00
112	G09	59	6.981353e+00
113	B33	64	9.192914e+00
114	G17	46	7.231609e+00
115	G27	70	6.042668e+00
116	B20	33	6.280819e+00
117	G01	35	9.845036e+00
118	B28	56	9.542710e+00
119	B29	47	7.516951e+00
120	B14	46	1.151444e+01
121	G15	70	5.979310e+00
122	G25	56	8.826795e+00
123	G24	39	6.510546e+00
124	B15	44	6.250910e+00
125	B36	47	8.700461e+00
126	G05	60	7.670302e+00
127	B32	62	5.644279e+00
128	B21	76	5.754573e+00
129	B35	33	5.875612e+00
130	G36	34	5.866838e+00
131	G37	49	6.876051e+00
132	B41	49	5.964425e+00
133	B24	71	1.088962e+01
134	B15	62	1.093405e+01
135	G08	30	6.181542e+00
136	G05	25	9.707291e+00
137	B16	44	5.604113e+00
138	B26	59	1.134134e+01
139	B14	67	5.634881e+00
140	B28	63	6.324232e+00
141	B20	48	5.466550e+00
142	G22	60	5.596138e+00
143	G35	63	7.612693e+00
144	G23	28	9.407422e+00
145	B23	55	5.916800e+00
146	B21	38	6.748460e+00
147	B40	63	5.616501e+00
148	G15	73	5.817850e+00
149	B09	64	5.783397e+00
150	G37	38	7.108320e+00
151	B41	60	6.834006e+00
152	G09	53	8.794596e+00
153	G36	49	7.457469e+00
154	G01	64	5.604730e+00
155	G27	44	5.776887e+00
156	B37	32	6.682177e+00
157	G31	50	8.449639e+00
158	B25	67	5.612350e+00
159	B36	36	5.465719e+00
160	B34	46	5.493273e+00
161	G25	46	6.405040e+00
162	G28	37	6.027359e+00
163	G16	40	6.141866e+00
164	B29	45	5.504433e+00
165	G17	42	6.415235e+00
166	G29	51	8.302753e+00
167	G11	60	5.819585e+00
168	B13	57	5.765024e+00
169	B32	49	7.462703e+00
170	G20	47	6.148738e+00
171	G07	61	7.169680e+00
172	G24	34	8.626051e+00
173	G21	50	7.071886e+00
174	G39	52	9.716299e+00
175	B33	52	6.008616e+00
176	B35	58	6.063994e+00
