Trial	Identity	Answer	ReactionTime[s]	
1	B14	75	1.080105e+01
2	G35	52	9.708001e+00
3	G20	40	8.511724e+00
4	B33	59	9.320111e+00
5	G31	34	7.117268e+00
6	B21	60	7.578383e+00
7	B09	54	1.022563e+01
8	G37	35	8.329629e+00
9	G25	47	8.975486e+00
10	B32	69	6.315836e+00
11	B13	60	5.670615e+00
12	B28	36	6.170975e+00
13	G05	61	6.074808e+00
14	G23	28	6.215625e+00
15	G29	58	5.752965e+00
16	B41	41	5.744651e+00
17	B40	62	5.563495e+00
18	G36	44	6.003870e+00
19	B26	52	5.670881e+00
20	G17	56	8.610825e+00
21	G11	49	5.611900e+00
22	B25	51	5.660216e+00
23	G28	39	7.445186e+00
24	G22	57	6.873483e+00
25	G15	51	6.738313e+00
26	B37	40	5.916744e+00
27	G27	39	7.571416e+00
28	B16	18	5.659282e+00
29	B35	42	5.793699e+00
30	B36	28	7.168195e+00
31	G39	50	7.337791e+00
32	B29	55	5.766915e+00
33	B34	55	5.789936e+00
34	G08	48	6.150841e+00
35	B24	41	7.499082e+00
36	G07	62	5.821809e+00
37	G01	48	9.573798e+00
38	G09	54	6.224274e+00
39	G21	41	5.592315e+00
40	B23	40	5.786114e+00
41	B15	50	7.094168e+00
42	B20	37	7.670974e+00
43	G16	59	6.626079e+00
44	G24	26	6.666525e+00
45	B14	72	7.752491e+00
46	B21	49	7.956006e+00
47	G15	54	6.737157e+00
48	G31	35	5.968194e+00
49	G11	41	6.773293e+00
50	G05	56	7.221499e+00
51	G28	31	5.951854e+00
52	B41	32	7.149628e+00
53	B35	56	5.683114e+00
54	G21	41	5.691583e+00
55	G01	54	5.559657e+00
56	G08	45	6.372605e+00
57	G23	40	5.653523e+00
58	B26	71	6.228044e+00
59	B34	53	6.489134e+00
60	B28	42	5.816582e+00
61	G20	49	6.117650e+00
62	G22	30	5.940019e+00
63	B23	39	6.598333e+00
64	G29	62	6.200971e+00
65	G36	27	7.022922e+00
66	B32	43	6.084041e+00
67	G07	65	6.352565e+00
68	G35	32	6.135454e+00
69	G24	48	9.774864e+00
70	G16	65	5.823557e+00
71	B33	41	7.163653e+00
72	G27	51	7.385567e+00
73	B29	56	7.208913e+00
74	B13	42	5.865950e+00
75	B24	48	6.348885e+00
76	B25	36	6.880600e+00
77	B37	16	7.231487e+00
78	B20	44	6.078443e+00
79	G17	28	7.294641e+00
80	B09	52	6.287240e+00
81	G39	48	5.677442e+00
82	B36	48	6.634878e+00
83	B15	76	7.670508e+00
84	G09	53	7.073755e+00
85	G25	47	6.455694e+00
86	B16	18	5.606766e+00
87	B40	65	5.714745e+00
88	G37	50	5.856688e+00
89	G29	67	5.832510e+00
90	B25	42	7.468660e+00
91	B09	44	6.157943e+00
92	B23	40	5.981039e+00
93	B34	52	7.748372e+00
94	G28	31	8.184911e+00
95	G21	45	6.194448e+00
96	B26	56	6.336058e+00
97	G11	28	6.676502e+00
98	B37	34	5.925981e+00
99	G39	48	6.744526e+00
100	G35	55	7.316391e+00
101	B24	42	5.640453e+00
102	G20	46	5.839889e+00
103	B13	42	5.743167e+00
104	G23	19	5.635239e+00
105	G07	51	6.589211e+00
106	G08	48	5.884536e+00
107	G22	41	5.585786e+00
108	G16	60	6.903652e+00
109	B40	63	6.184762e+00
110	B16	26	5.618854e+00
111	G31	44	5.523506e+00
112	G09	53	6.065487e+00
113	B33	34	6.079792e+00
114	G17	49	7.852543e+00
115	G27	33	6.469667e+00
116	B20	44	7.593340e+00
117	G01	41	7.892325e+00
118	B28	50	6.194374e+00
119	B29	43	5.840249e+00
120	B14	71	8.206447e+00
121	G15	60	5.636204e+00
122	G25	49	6.199233e+00
123	G24	28	6.741274e+00
124	B15	59	5.704443e+00
125	B36	45	5.999393e+00
126	G05	46	6.374117e+00
127	B32	51	5.998455e+00
128	B21	34	5.886580e+00
129	B35	37	6.132637e+00
130	G36	28	5.601838e+00
131	G37	43	6.735328e+00
132	B41	42	6.002457e+00
133	B24	49	6.109555e+00
134	B15	60	5.834365e+00
135	G08	38	7.987278e+00
136	G05	56	5.904171e+00
137	B16	43	6.649874e+00
138	B26	39	6.595512e+00
139	B14	47	6.425953e+00
140	B28	48	5.690160e+00
141	B20	56	6.026669e+00
142	G22	44	7.663450e+00
143	G35	41	6.365352e+00
144	G23	14	5.690169e+00
145	B23	43	5.959824e+00
146	B21	57	5.723968e+00
147	B40	51	5.852028e+00
148	G15	65	5.842186e+00
149	B09	46	6.240343e+00
150	G37	33	5.550109e+00
151	B41	29	5.553345e+00
152	G09	63	5.610765e+00
153	G36	32	6.021256e+00
154	G01	35	8.003477e+00
155	G27	68	5.834475e+00
156	B37	43	6.007372e+00
157	G31	44	5.666451e+00
158	B25	33	7.119418e+00
159	B36	56	7.372405e+00
160	B34	39	6.333925e+00
161	G25	52	5.787842e+00
162	G28	23	5.784289e+00
163	G16	60	5.697310e+00
164	B29	51	5.908715e+00
165	G17	40	6.008699e+00
166	G29	57	6.750741e+00
167	G11	37	6.515191e+00
168	B13	28	5.773427e+00
169	B32	71	5.872914e+00
170	G20	48	5.867938e+00
171	G07	62	7.755980e+00
172	G24	34	7.802073e+00
173	G21	39	8.200488e+00
174	G39	45	5.904209e+00
175	B33	40	7.944378e+00
176	B35	61	6.997342e+00
