Trial	Identity	Answer	ReactionTime[s]	
1	B14	60	1.408203e+01
2	G35	58	6.918595e+00
3	G20	28	7.178360e+00
4	B33	31	8.520613e+00
5	G31	36	7.288731e+00
6	B21	49	8.401478e+00
7	B09	29	7.799786e+00
8	G37	40	6.639384e+00
9	G25	51	7.332981e+00
10	B32	62	6.696259e+00
11	B13	47	6.029907e+00
12	B28	36	8.355342e+00
13	G05	53	8.839867e+00
14	G23	23	1.052876e+01
15	G29	72	8.427390e+00
16	B41	18	7.535036e+00
17	B40	39	7.183146e+00
18	G36	41	6.347662e+00
19	B26	52	6.763787e+00
20	G17	37	7.740229e+00
21	G11	36	1.047572e+01
22	B25	44	7.298163e+00
23	G28	26	9.346944e+00
24	G22	44	9.985473e+00
25	G15	32	9.188385e+00
26	B37	32	5.393521e+00
27	G27	39	6.365428e+00
28	B16	29	6.127489e+00
29	B35	48	7.232760e+00
30	B36	42	6.675996e+00
31	G39	35	6.329004e+00
32	B29	57	7.272031e+00
33	B34	63	6.853842e+00
34	G08	53	6.540922e+00
35	B24	37	8.310949e+00
36	G07	56	7.385296e+00
37	G01	53	6.772986e+00
38	G09	69	9.486645e+00
39	G21	29	8.658930e+00
40	B23	51	6.436015e+00
41	B15	49	8.282479e+00
42	B20	54	8.825074e+00
43	G16	51	6.765602e+00
44	G24	29	8.983934e+00
45	B14	56	8.517918e+00
46	B21	58	1.241180e+01
47	G15	59	6.798904e+00
48	G31	34	1.006204e+01
49	G11	34	6.904205e+00
50	G05	57	1.058896e+01
51	G28	35	7.658664e+00
52	B41	31	8.936042e+00
53	B35	50	6.571813e+00
54	G21	54	5.989856e+00
55	G01	54	8.222061e+00
56	G08	28	5.922576e+00
57	G23	31	1.195881e+01
58	B26	38	1.766668e+01
59	B34	53	6.045886e+00
60	B28	40	7.059924e+00
61	G20	67	5.840050e+00
62	G22	54	7.905825e+00
63	B23	56	7.881241e+00
64	G29	92	8.031056e+00
65	G36	41	1.182312e+01
66	B32	37	6.057357e+00
67	G07	57	1.244951e+01
68	G35	50	7.444032e+00
69	G24	25	5.864528e+00
70	G16	54	7.580935e+00
71	B33	69	8.546810e+00
72	G27	48	1.084063e+01
73	B29	51	8.434066e+00
74	B13	53	5.717150e+00
75	B24	55	5.811150e+00
76	B25	42	5.883013e+00
77	B37	14	6.135515e+00
78	B20	47	6.665589e+00
79	G17	46	8.299104e+00
80	B09	56	7.410539e+00
81	G39	37	6.252997e+00
82	B36	42	7.166922e+00
83	B15	73	7.189348e+00
84	G09	48	6.542721e+00
85	G25	39	9.817764e+00
86	B16	12	5.747008e+00
87	B40	56	6.520114e+00
88	G37	34	9.042047e+00
89	G29	72	6.097029e+00
90	B25	45	7.338559e+00
91	B09	47	7.979683e+00
92	B23	48	8.734486e+00
93	B34	43	8.846542e+00
94	G28	34	5.934530e+00
95	G21	32	5.829537e+00
96	B26	62	6.266581e+00
97	G11	33	8.845798e+00
98	B37	39	7.468251e+00
99	G39	40	5.900529e+00
100	G35	50	7.190529e+00
101	B24	40	7.715018e+00
102	G20	63	6.862249e+00
103	B13	16	5.913052e+00
104	G23	20	5.805256e+00
105	G07	58	6.345724e+00
106	G08	42	6.144593e+00
107	G22	33	9.130877e+00
108	G16	63	5.692043e+00
109	B40	53	6.684175e+00
110	B16	43	7.049253e+00
111	G31	37	9.481310e+00
112	G09	58	5.859343e+00
113	B33	57	5.920772e+00
114	G17	50	5.750339e+00
115	G27	32	1.250789e+01
116	B20	51	6.526863e+00
117	G01	43	6.203299e+00
118	B28	42	7.693161e+00
119	B29	49	6.906499e+00
120	B14	67	5.710564e+00
121	G15	43	6.507742e+00
122	G25	36	5.693928e+00
123	G24	33	8.699709e+00
124	B15	66	1.270556e+01
125	B36	46	6.126831e+00
126	G05	55	6.924799e+00
127	B32	55	9.402707e+00
128	B21	45	5.832092e+00
129	B35	71	5.712857e+00
130	G36	36	5.983007e+00
131	G37	28	6.415401e+00
132	B41	47	6.304242e+00
133	B24	45	6.369412e+00
134	B15	63	6.037290e+00
135	G08	37	6.580101e+00
136	G05	48	5.809306e+00
137	B16	63	5.868190e+00
138	B26	55	6.445740e+00
139	B14	63	9.562707e+00
140	B28	43	8.227278e+00
141	B20	57	6.356201e+00
142	G22	51	1.258161e+01
143	G35	45	6.947474e+00
144	G23	29	6.350381e+00
145	B23	64	5.967772e+00
146	B21	73	6.919458e+00
147	B40	48	6.578751e+00
148	G15	50	9.354677e+00
149	B09	51	5.707612e+00
150	G37	36	6.591742e+00
151	B41	33	8.257055e+00
152	G09	49	5.994255e+00
153	G36	36	5.886183e+00
154	G01	51	6.357607e+00
155	G27	29	6.026683e+00
156	B37	31	9.012598e+00
157	G31	29	6.486367e+00
158	B25	37	5.803592e+00
159	B36	33	5.984631e+00
160	B34	39	5.899221e+00
161	G25	52	6.429912e+00
162	G28	50	6.830053e+00
163	G16	66	8.515984e+00
164	B29	61	6.704074e+00
165	G17	56	6.794455e+00
166	G29	68	7.825822e+00
167	G11	40	7.611238e+00
168	B13	42	5.971518e+00
169	B32	61	5.914844e+00
170	G20	48	5.760843e+00
171	G07	48	5.923215e+00
172	G24	27	6.211264e+00
173	G21	38	8.345381e+00
174	G39	49	5.798886e+00
175	B33	38	5.853422e+00
176	B35	57	5.987820e+00
