Trial	Identity	Answer	ReactionTime[s]	
1	B14	74	1.561113e+01
2	G35	67	7.574553e+00
3	G20	67	6.559573e+00
4	B33	53	6.556179e+00
5	G31	57	6.129468e+00
6	B21	63	7.229665e+00
7	B09	57	1.027123e+01
8	G37	48	7.763840e+00
9	G25	51	9.705972e+00
10	B32	74	7.501633e+00
11	B13	55	9.132836e+00
12	B28	67	9.492444e+00
13	G05	61	6.325519e+00
14	G23	28	8.726767e+00
15	G29	42	6.853029e+00
16	B41	45	6.501939e+00
17	B40	40	8.081808e+00
18	G36	46	5.390982e+00
19	B26	55	1.105827e+01
20	G17	35	6.153182e+00
21	G11	44	7.935966e+00
22	B25	46	8.917600e+00
23	G28	14	1.089496e+01
24	G22	46	5.809884e+00
25	G15	54	5.818308e+00
26	B37	42	7.312351e+00
27	G27	40	9.724675e+00
28	B16	23	7.343450e+00
29	B35	61	7.246181e+00
30	B36	31	8.494808e+00
31	G39	37	8.375805e+00
32	B29	46	7.304638e+00
33	B34	25	7.052481e+00
34	G08	34	7.440016e+00
35	B24	40	6.382772e+00
36	G07	52	5.569267e+00
37	G01	42	5.945187e+00
38	G09	58	6.235656e+00
39	G21	42	5.596133e+00
40	B23	62	6.541896e+00
41	B15	60	5.739346e+00
42	B20	44	7.073624e+00
43	G16	56	7.021240e+00
44	G24	29	7.504661e+00
45	B14	73	6.882841e+00
46	B21	41	7.576503e+00
47	G15	49	1.041582e+01
48	G31	43	8.469861e+00
49	G11	39	7.544866e+00
50	G05	59	5.665923e+00
51	G28	43	7.528231e+00
52	B41	29	6.656721e+00
53	B35	55	5.743979e+00
54	G21	42	5.881507e+00
55	G01	42	6.047973e+00
56	G08	34	7.382217e+00
57	G23	8	9.049317e+00
58	B26	60	5.614259e+00
59	B34	46	9.654363e+00
60	B28	52	7.949909e+00
61	G20	55	5.676068e+00
62	G22	29	8.408169e+00
63	B23	48	6.831918e+00
64	G29	59	6.508142e+00
65	G36	49	5.575612e+00
66	B32	43	8.584501e+00
67	G07	56	6.309414e+00
68	G35	66	8.872937e+00
69	G24	21	7.757063e+00
70	G16	52	6.580204e+00
71	B33	26	9.435048e+00
72	G27	36	9.362481e+00
73	B29	51	6.505701e+00
74	B13	43	6.652202e+00
75	B24	42	8.599130e+00
76	B25	20	7.891013e+00
77	B37	48	5.880557e+00
78	B20	37	5.875038e+00
79	G17	38	7.344661e+00
80	B09	50	1.029895e+01
81	G39	22	8.405791e+00
82	B36	40	8.148086e+00
83	B15	65	9.144177e+00
84	G09	51	7.416445e+00
85	G25	49	5.919546e+00
86	B16	31	6.086692e+00
87	B40	59	9.840805e+00
88	G37	30	9.363826e+00
89	G29	68	7.074293e+00
90	B25	20	9.860743e+00
91	B09	32	6.716130e+00
92	B23	27	8.169137e+00
93	B34	32	9.210572e+00
94	G28	24	7.916215e+00
95	G21	27	6.003764e+00
96	B26	3	6.528008e+00
97	G11	25	9.148326e+00
98	B37	11	7.889918e+00
99	G39	0	5.754377e+00
100	G35	61	9.439302e+00
101	B24	14	9.422485e+00
102	G20	58	8.163059e+00
103	B13	40	7.366551e+00
104	G23	0	1.086310e+01
105	G07	41	6.001564e+00
106	G08	28	7.031272e+00
107	G22	16	9.805343e+00
108	G16	54	8.126572e+00
109	B40	46	6.315155e+00
110	B16	19	5.607127e+00
111	G31	38	1.001614e+01
112	G09	62	1.079834e+01
113	B33	22	6.790883e+00
114	G17	25	7.859337e+00
115	G27	14	8.277809e+00
116	B20	25	8.771156e+00
117	G01	25	5.867033e+00
118	B28	31	6.521981e+00
119	B29	25	7.302124e+00
120	B14	58	6.600106e+00
121	G15	39	5.622926e+00
122	G25	42	7.536964e+00
123	G24	0	7.659916e+00
124	B15	44	5.333306e+00
125	B36	31	5.667093e+00
126	G05	55	7.865907e+00
127	B32	20	7.427427e+00
128	B21	32	1.076198e+01
129	B35	30	5.647983e+00
130	G36	16	5.549667e+00
131	G37	19	9.502961e+00
132	B41	12	9.306257e+00
133	B24	20	1.064715e+01
134	B15	60	5.779681e+00
135	G08	21	8.489970e+00
136	G05	32	1.181420e+01
137	B16	31	6.873231e+00
138	B26	24	5.459752e+00
139	B14	52	8.074383e+00
140	B28	26	6.596197e+00
141	B20	16	8.833532e+00
142	G22	13	7.981523e+00
143	G35	43	9.122846e+00
144	G23	4	8.664255e+00
145	B23	31	9.549080e+00
146	B21	24	9.863792e+00
147	B40	27	5.771804e+00
148	G15	29	6.150472e+00
149	B09	25	6.071565e+00
150	G37	15	7.353859e+00
151	B41	4	6.116827e+00
152	G09	42	7.155834e+00
153	G36	27	5.561290e+00
154	G01	31	6.431653e+00
155	G27	16	9.915253e+00
156	B37	22	6.714373e+00
157	G31	26	5.856122e+00
158	B25	23	6.031713e+00
159	B36	29	5.684580e+00
160	B34	19	8.006729e+00
161	G25	23	7.240243e+00
162	G28	12	5.847506e+00
163	G16	33	5.660553e+00
164	B29	27	6.126520e+00
165	G17	37	5.192594e+00
166	G29	87	8.244501e+00
167	G11	14	5.913651e+00
168	B13	26	6.845885e+00
169	B32	27	6.617726e+00
170	G20	23	6.013073e+00
171	G07	21	7.202525e+00
172	G24	7	6.337484e+00
173	G21	19	5.506360e+00
174	G39	14	5.895938e+00
175	B33	7	6.790864e+00
176	B35	26	7.101386e+00
