Trial	Identity	Answer	ReactionTime[s]	
1	B14	34	1.325338e+01
2	G35	53	7.532746e+00
3	G20	38	6.409304e+00
4	B33	42	6.273377e+00
5	G31	43	6.654002e+00
6	B21	55	6.189242e+00
7	B09	64	6.331473e+00
8	G37	54	6.283051e+00
9	G25	64	6.874226e+00
10	B32	89	6.282450e+00
11	B13	71	6.240208e+00
12	B28	62	7.405120e+00
13	G05	64	7.251267e+00
14	G23	22	8.067018e+00
15	G29	48	7.855346e+00
16	B41	60	8.594338e+00
17	B40	69	7.181655e+00
18	G36	46	5.889606e+00
19	B26	42	6.939306e+00
20	G17	9	1.530762e+01
21	G11	33	6.026055e+00
22	B25	52	6.573814e+00
23	G28	36	6.653191e+00
24	G22	53	7.080422e+00
25	G15	68	5.962153e+00
26	B37	27	6.104467e+00
27	G27	61	8.107152e+00
28	B16	23	6.136245e+00
29	B35	65	5.862639e+00
30	B36	47	7.720850e+00
31	G39	40	5.978022e+00
32	B29	57	7.023120e+00
33	B34	59	7.010107e+00
34	G08	46	6.346525e+00
35	B24	49	8.190844e+00
36	G07	71	5.915782e+00
37	G01	58	6.999547e+00
38	G09	71	7.654038e+00
39	G21	59	6.198992e+00
40	B23	65	8.101991e+00
41	B15	67	7.185210e+00
42	B20	73	8.362250e+00
43	G16	63	7.322253e+00
44	G24	31	7.784228e+00
45	B14	59	5.739505e+00
46	B21	79	8.347747e+00
47	G15	80	1.298676e+01
48	G31	64	6.649266e+00
49	G11	51	5.856995e+00
50	G05	56	8.739980e+00
51	G28	52	6.058994e+00
52	B41	53	5.778428e+00
53	B35	69	6.124400e+00
54	G21	60	5.762827e+00
55	G01	58	5.629812e+00
56	G08	48	7.565213e+00
57	G23	10	8.622311e+00
58	B26	59	9.245621e+00
59	B34	68	7.058784e+00
60	B28	74	6.429716e+00
61	G20	71	7.175401e+00
62	G22	53	7.422835e+00
63	B23	80	6.841873e+00
64	G29	47	6.590026e+00
65	G36	63	5.898299e+00
66	B32	78	6.229786e+00
67	G07	65	9.855430e+00
68	G35	65	8.200943e+00
69	G24	24	9.588951e+00
70	G16	59	7.804353e+00
71	B33	45	5.636078e+00
72	G27	49	8.421081e+00
73	B29	76	8.458521e+00
74	B13	54	9.579518e+00
75	B24	54	5.885973e+00
76	B25	43	7.649942e+00
77	B37	28	5.736126e+00
78	B20	67	1.042836e+01
79	G17	50	6.295200e+00
80	B09	71	6.166699e+00
81	G39	52	8.613431e+00
82	B36	37	6.742676e+00
83	B15	51	5.930093e+00
84	G09	69	6.346941e+00
85	G25	57	5.852448e+00
86	B16	38	5.750912e+00
87	B40	68	6.559138e+00
88	G37	49	6.451357e+00
89	G29	53	6.227280e+00
90	B25	52	6.226585e+00
91	B09	69	6.042192e+00
92	B23	69	6.977888e+00
93	B34	53	6.234450e+00
94	G28	47	5.788893e+00
95	G21	49	5.879113e+00
96	B26	67	5.669838e+00
97	G11	48	6.921005e+00
98	B37	33	5.614842e+00
99	G39	36	5.596838e+00
100	G35	61	5.523819e+00
101	B24	41	5.576821e+00
102	G20	60	5.833869e+00
103	B13	78	5.837055e+00
104	G23	29	5.898045e+00
105	G07	45	7.000670e+00
106	G08	36	5.760609e+00
107	G22	35	6.485013e+00
108	G16	71	7.619954e+00
109	B40	66	5.699183e+00
110	B16	19	5.714734e+00
111	G31	47	5.652974e+00
112	G09	78	5.695516e+00
113	B33	72	5.654636e+00
114	G17	69	5.675441e+00
115	G27	32	1.223526e+01
116	B20	57	5.891519e+00
117	G01	52	5.770440e+00
118	B28	53	8.121650e+00
119	B29	69	1.047304e+01
120	B14	53	6.166964e+00
121	G15	85	7.012364e+00
122	G25	73	5.918130e+00
123	G24	21	9.303451e+00
124	B15	67	5.668348e+00
125	B36	63	5.521815e+00
126	G05	66	7.372053e+00
127	B32	77	7.892324e+00
128	B21	80	8.512935e+00
129	B35	100	5.652660e+00
130	G36	63	5.748597e+00
131	G37	33	9.356885e+00
132	B41	47	6.154146e+00
133	B24	60	5.845654e+00
134	B15	83	7.195794e+00
135	G08	59	5.778596e+00
136	G05	63	6.432194e+00
137	B16	34	8.109374e+00
138	B26	64	5.698036e+00
139	B14	72	6.411124e+00
140	B28	57	5.623685e+00
141	B20	59	5.626953e+00
142	G22	65	5.536969e+00
143	G35	66	5.607553e+00
144	G23	36	8.023258e+00
145	B23	82	6.472740e+00
146	B21	55	5.698092e+00
147	B40	54	7.802879e+00
148	G15	66	5.665257e+00
149	B09	77	5.724069e+00
150	G37	47	6.384092e+00
151	B41	42	5.654524e+00
152	G09	79	5.546984e+00
153	G36	46	5.585610e+00
154	G01	51	7.144432e+00
155	G27	57	6.182010e+00
156	B37	42	6.976036e+00
157	G31	51	5.626716e+00
158	B25	50	7.006115e+00
159	B36	46	6.594906e+00
160	B34	57	6.758821e+00
161	G25	67	5.477210e+00
162	G28	53	6.603704e+00
163	G16	60	7.086314e+00
164	B29	60	6.572765e+00
165	G17	38	7.165789e+00
166	G29	57	5.919136e+00
167	G11	39	6.335735e+00
168	B13	66	6.851800e+00
169	B32	86	5.832406e+00
170	G20	61	5.678943e+00
171	G07	57	1.102840e+01
172	G24	43	5.640996e+00
173	G21	52	5.798662e+00
174	G39	50	5.531785e+00
175	B33	54	5.917084e+00
176	B35	76	5.871558e+00
