Trial	Identity	Answer	ReactionTime[s]	
1	B14	59	4.421936e+01
2	G35	70	2.366205e+01
3	G20	52	9.300428e+00
4	B33	48	2.166115e+01
5	G31	51	1.626301e+01
6	B21	59	1.996499e+01
7	B09	56	1.345000e+01
8	G37	55	1.742923e+01
9	G25	55	1.362173e+01
10	B32	64	1.690647e+01
11	B13	45	1.131231e+01
12	B28	29	1.084820e+01
13	G05	61	9.472399e+00
14	G23	21	1.257271e+01
15	G29	60	7.573822e+00
16	B41	38	7.295906e+00
17	B40	62	8.528803e+00
18	G36	34	1.083601e+01
19	B26	49	1.076280e+01
20	G17	64	1.031226e+01
21	G11	37	6.415990e+00
22	B25	35	1.335860e+01
23	G28	21	7.828430e+00
24	G22	26	1.076412e+01
25	G15	65	1.088404e+01
26	B37	32	5.967466e+00
27	G27	32	9.672201e+00
28	B16	36	7.877018e+00
29	B35	72	1.060136e+01
30	B36	40	1.246418e+01
31	G39	27	1.047005e+01
32	B29	57	7.943746e+00
33	B34	68	1.197325e+01
34	G08	40	1.364679e+01
35	B24	33	1.219516e+01
36	G07	61	1.180085e+01
37	G01	48	5.456261e+00
38	G09	50	6.362062e+00
39	G21	31	6.174182e+00
40	B23	31	7.135580e+00
41	B15	76	6.256960e+00
42	B20	35	8.762546e+00
43	G16	49	5.939057e+00
44	G24	18	1.742720e+01
45	B14	58	1.310680e+01
46	B21	64	6.340109e+00
47	G15	39	8.476374e+00
48	G31	53	6.097591e+00
49	G11	35	1.179164e+01
50	G05	48	1.586190e+01
51	G28	40	1.121909e+01
52	B41	22	6.185361e+00
53	B35	64	1.492876e+01
54	G21	57	1.662797e+01
55	G01	53	5.821484e+00
56	G08	40	1.145209e+01
57	G23	28	2.040857e+01
58	B26	49	7.546998e+00
59	B34	66	1.179088e+01
60	B28	48	6.164782e+00
61	G20	66	6.978029e+00
62	G22	40	5.362419e+00
63	B23	60	7.208227e+00
64	G29	53	1.067131e+01
65	G36	48	6.022368e+00
66	B32	67	9.409276e+00
67	G07	61	1.087352e+01
68	G35	62	7.818331e+00
69	G24	25	5.915326e+00
70	G16	60	6.295882e+00
71	B33	45	8.797611e+00
72	G27	46	6.636566e+00
73	B29	51	6.532498e+00
74	B13	57	1.176516e+01
75	B24	44	7.842548e+00
76	B25	32	6.922289e+00
77	B37	10	7.079424e+00
78	B20	55	1.195258e+01
79	G17	54	1.037782e+01
80	B09	61	5.927756e+00
81	G39	29	7.915315e+00
82	B36	47	9.592248e+00
83	B15	83	5.892801e+00
84	G09	77	8.550337e+00
85	G25	45	1.528092e+01
86	B16	33	6.896387e+00
87	B40	45	5.365440e+00
88	G37	54	6.184242e+00
89	G29	83	8.962144e+00
90	B25	24	6.098167e+00
91	B09	65	6.874420e+00
92	B23	54	1.131951e+01
93	B34	73	9.834914e+00
94	G28	28	6.306453e+00
95	G21	37	6.399824e+00
96	B26	35	6.813144e+00
97	G11	34	7.373951e+00
98	B37	26	6.845109e+00
99	G39	19	6.044446e+00
100	G35	66	7.020079e+00
101	B24	33	7.817474e+00
102	G20	52	6.219557e+00
103	B13	48	6.141076e+00
104	G23	40	1.065777e+01
105	G07	69	6.563988e+00
106	G08	41	9.738597e+00
107	G22	33	8.495342e+00
108	G16	56	1.666967e+01
109	B40	71	1.122070e+01
110	B16	43	6.555940e+00
111	G31	53	6.489386e+00
112	G09	72	6.207483e+00
113	B33	56	6.764434e+00
114	G17	63	6.717865e+00
115	G27	41	1.095541e+01
116	B20	55	6.352172e+00
117	G01	36	6.474784e+00
118	B28	48	6.017084e+00
119	B29	59	7.960764e+00
120	B14	56	6.772933e+00
121	G15	61	7.853010e+00
122	G25	62	9.808625e+00
123	G24	25	6.730209e+00
124	B15	61	7.574490e+00
125	B36	39	7.752978e+00
126	G05	50	7.996684e+00
127	B32	62	1.092535e+01
128	B21	61	6.306802e+00
129	B35	84	6.535322e+00
130	G36	32	6.052377e+00
131	G37	35	8.166206e+00
132	B41	40	1.077204e+01
133	B24	57	5.969413e+00
134	B15	57	6.518170e+00
135	G08	51	7.988242e+00
136	G05	53	1.248936e+01
137	B16	49	7.483086e+00
138	B26	54	6.504844e+00
139	B14	51	6.797118e+00
140	B28	38	6.940711e+00
141	B20	48	8.776896e+00
142	G22	34	8.563631e+00
143	G35	41	5.980391e+00
144	G23	21	8.874519e+00
145	B23	40	7.004221e+00
146	B21	57	8.598940e+00
147	B40	57	7.151051e+00
148	G15	56	9.785858e+00
149	B09	54	7.309166e+00
150	G37	43	1.036721e+01
151	B41	15	6.541220e+00
152	G09	76	6.259731e+00
153	G36	36	6.604795e+00
154	G01	68	6.218736e+00
155	G27	24	8.523253e+00
156	B37	21	6.466104e+00
157	G31	47	7.560811e+00
158	B25	28	6.235012e+00
159	B36	55	1.407751e+01
160	B34	59	9.075958e+00
161	G25	58	6.498610e+00
162	G28	50	6.861157e+00
163	G16	37	6.419954e+00
164	B29	53	9.261224e+00
165	G17	52	6.138179e+00
166	G29	57	8.256907e+00
167	G11	33	7.812773e+00
168	B13	50	5.987510e+00
169	B32	73	1.480650e+01
170	G20	61	5.881277e+00
171	G07	55	6.208168e+00
172	G24	21	6.900730e+00
173	G21	38	9.646387e+00
174	G39	20	7.311015e+00
175	B33	34	6.113928e+00
176	B35	77	5.842107e+00
