Trial	Identity	Answer	ReactionTime[s]	
1	B14	65	1.154617e+01
2	G35	58	8.044958e+00
3	G20	58	8.165005e+00
4	B33	57	6.483421e+00
5	G31	45	8.379453e+00
6	B21	52	8.253091e+00
7	B09	54	7.015581e+00
8	G37	44	9.597564e+00
9	G25	60	8.790976e+00
10	B32	84	6.890752e+00
11	B13	51	8.056657e+00
12	B28	45	6.997715e+00
13	G05	59	7.167185e+00
14	G23	27	8.054286e+00
15	G29	66	9.993278e+00
16	B41	41	8.101145e+00
17	B40	39	6.080095e+00
18	G36	46	6.719229e+00
19	B26	57	9.258929e+00
20	G17	39	9.187449e+00
21	G11	29	1.007871e+01
22	B25	43	7.722022e+00
23	G28	42	7.422932e+00
24	G22	35	1.124402e+01
25	G15	57	6.001038e+00
26	B37	40	6.112602e+00
27	G27	37	1.092247e+01
28	B16	47	6.471402e+00
29	B35	59	8.075967e+00
30	B36	60	9.361684e+00
31	G39	37	7.218118e+00
32	B29	59	5.872917e+00
33	B34	40	6.006728e+00
34	G08	53	5.680283e+00
35	B24	39	9.615421e+00
36	G07	40	5.619390e+00
37	G01	40	6.934725e+00
38	G09	69	5.586364e+00
39	G21	42	6.507661e+00
40	B23	30	6.143377e+00
41	B15	54	8.395067e+00
42	B20	53	6.038363e+00
43	G16	56	9.415099e+00
44	G24	20	1.269183e+01
45	B14	55	5.767614e+00
46	B21	47	5.668869e+00
47	G15	69	7.304905e+00
48	G31	36	6.827799e+00
49	G11	25	5.910680e+00
50	G05	49	1.005528e+01
51	G28	37	8.730457e+00
52	B41	43	7.759551e+00
53	B35	62	7.083596e+00
54	G21	28	7.767275e+00
55	G01	44	5.721180e+00
56	G08	48	6.742074e+00
57	G23	37	5.993596e+00
58	B26	39	5.600306e+00
59	B34	64	7.437595e+00
60	B28	45	8.510364e+00
61	G20	54	7.577379e+00
62	G22	31	8.002279e+00
63	B23	30	8.959978e+00
64	G29	75	5.608261e+00
65	G36	43	6.575201e+00
66	B32	46	5.482552e+00
67	G07	44	9.165053e+00
68	G35	37	5.542689e+00
69	G24	22	8.627366e+00
70	G16	41	5.542794e+00
71	B33	47	7.317053e+00
72	G27	20	9.063067e+00
73	B29	57	5.467676e+00
74	B13	55	7.316817e+00
75	B24	43	5.835801e+00
76	B25	28	7.176826e+00
77	B37	33	6.932736e+00
78	B20	43	6.611769e+00
79	G17	28	5.778831e+00
80	B09	48	5.894312e+00
81	G39	31	7.691704e+00
82	B36	50	6.159774e+00
83	B15	66	5.803630e+00
84	G09	53	7.742055e+00
85	G25	45	7.446310e+00
86	B16	23	6.099484e+00
87	B40	45	7.074247e+00
88	G37	27	6.963133e+00
89	G29	66	5.901101e+00
90	B25	23	7.036182e+00
91	B09	51	5.986521e+00
92	B23	28	5.702219e+00
93	B34	36	5.625031e+00
94	G28	32	5.514743e+00
95	G21	37	5.727110e+00
96	B26	59	7.016554e+00
97	G11	23	7.516080e+00
98	B37	25	5.570492e+00
99	G39	22	6.408648e+00
100	G35	54	1.032110e+01
101	B24	37	5.690956e+00
102	G20	42	8.182991e+00
103	B13	41	5.523248e+00
104	G23	16	6.842970e+00
105	G07	47	5.623624e+00
106	G08	42	5.631823e+00
107	G22	28	7.605219e+00
108	G16	47	6.490689e+00
109	B40	37	5.699154e+00
110	B16	10	5.821136e+00
111	G31	29	7.341544e+00
112	G09	57	5.744416e+00
113	B33	47	7.087530e+00
114	G17	30	6.014534e+00
115	G27	25	6.249398e+00
116	B20	51	8.739108e+00
117	G01	52	9.417830e+00
118	B28	37	6.976847e+00
119	B29	30	7.955646e+00
120	B14	35	6.521412e+00
121	G15	34	7.368100e+00
122	G25	36	8.049204e+00
123	G24	12	8.338993e+00
124	B15	31	6.596467e+00
125	B36	33	5.536063e+00
126	G05	38	7.330481e+00
127	B32	57	7.746280e+00
128	B21	48	6.362050e+00
129	B35	44	6.065129e+00
130	G36	39	5.715552e+00
131	G37	16	5.793950e+00
132	B41	20	6.807770e+00
133	B24	26	7.504792e+00
134	B15	66	5.648973e+00
135	G08	21	5.653895e+00
136	G05	32	9.991122e+00
137	B16	34	6.547500e+00
138	B26	49	8.773530e+00
139	B14	42	5.632613e+00
140	B28	25	5.552736e+00
141	B20	34	8.669894e+00
142	G22	30	7.271820e+00
143	G35	38	5.732172e+00
144	G23	6	6.211925e+00
145	B23	22	5.627970e+00
146	B21	39	6.087182e+00
147	B40	35	8.018689e+00
148	G15	38	6.151489e+00
149	B09	38	5.544414e+00
150	G37	17	5.660296e+00
151	B41	7	5.921856e+00
152	G09	57	6.512057e+00
153	G36	32	8.804759e+00
154	G01	26	5.748810e+00
155	G27	28	6.949750e+00
156	B37	34	6.234820e+00
157	G31	31	5.617386e+00
158	B25	19	8.605031e+00
159	B36	24	5.588780e+00
160	B34	33	5.942766e+00
161	G25	31	6.824105e+00
162	G28	33	7.521589e+00
163	G16	38	6.330702e+00
164	B29	44	6.041292e+00
165	G17	5	5.678491e+00
166	G29	83	5.722834e+00
167	G11	14	7.847950e+00
168	B13	35	5.729694e+00
169	B32	62	6.072862e+00
170	G20	34	5.487581e+00
171	G07	28	5.522550e+00
172	G24	19	7.048533e+00
173	G21	23	5.553508e+00
174	G39	19	7.845734e+00
175	B33	23	5.804534e+00
176	B35	35	9.214944e+00
