Trial	Identity	Answer	ReactionTime[s]	
1	B14	33	1.437237e+01
2	G35	58	1.133048e+01
3	G20	30	7.560435e+00
4	B33	18	8.591683e+00
5	G31	33	7.623664e+00
6	B21	48	1.122504e+01
7	B09	43	7.100368e+00
8	G37	31	1.001440e+01
9	G25	46	6.736067e+00
10	B32	45	1.113098e+01
11	B13	27	8.220390e+00
12	B28	27	9.563458e+00
13	G05	51	1.136061e+01
14	G23	20	5.522980e+00
15	G29	59	6.823765e+00
16	B41	38	6.619909e+00
17	B40	50	7.764465e+00
18	G36	41	9.274778e+00
19	B26	38	1.014462e+01
20	G17	41	9.790571e+00
21	G11	38	8.807648e+00
22	B25	36	5.692593e+00
23	G28	35	1.108158e+01
24	G22	31	8.117510e+00
25	G15	59	5.297589e+00
26	B37	34	5.576407e+00
27	G27	47	8.235008e+00
28	B16	38	6.513627e+00
29	B35	51	5.293993e+00
30	B36	50	5.938715e+00
31	G39	33	1.100435e+01
32	B29	54	8.531090e+00
33	B34	44	1.008753e+01
34	G08	20	9.382425e+00
35	B24	52	9.628053e+00
36	G07	50	9.289828e+00
37	G01	56	6.347106e+00
38	G09	51	7.108613e+00
39	G21	46	6.336815e+00
40	B23	48	7.016536e+00
41	B15	45	7.088008e+00
42	B20	57	6.067613e+00
43	G16	43	6.322133e+00
44	G24	31	7.413321e+00
45	B14	52	8.713164e+00
46	B21	37	7.252551e+00
47	G15	72	5.774874e+00
48	G31	51	9.397446e+00
49	G11	37	5.814794e+00
50	G05	46	9.067676e+00
51	G28	37	7.929785e+00
52	B41	35	6.879642e+00
53	B35	66	8.722326e+00
54	G21	52	6.276901e+00
55	G01	53	6.187536e+00
56	G08	35	1.106175e+01
57	G23	29	7.718329e+00
58	B26	50	7.917196e+00
59	B34	68	7.546014e+00
60	B28	58	6.250525e+00
61	G20	58	6.180075e+00
62	G22	34	5.620326e+00
63	B23	39	6.803083e+00
64	G29	71	8.753779e+00
65	G36	57	6.288406e+00
66	B32	56	6.879316e+00
67	G07	48	8.056242e+00
68	G35	55	5.910363e+00
69	G24	29	1.094464e+01
70	G16	47	6.132461e+00
71	B33	27	5.573797e+00
72	G27	33	7.039655e+00
73	B29	50	5.517882e+00
74	B13	73	8.625575e+00
75	B24	49	6.189772e+00
76	B25	32	7.583615e+00
77	B37	32	5.797940e+00
78	B20	55	7.195109e+00
79	G17	35	6.785003e+00
80	B09	65	6.652376e+00
81	G39	24	5.629436e+00
82	B36	60	5.504333e+00
83	B15	51	5.612471e+00
84	G09	46	5.805646e+00
85	G25	41	5.930773e+00
86	B16	30	6.584882e+00
87	B40	48	6.146418e+00
88	G37	50	6.999858e+00
89	G29	58	5.885172e+00
90	B25	29	7.788582e+00
91	B09	62	6.605171e+00
92	B23	59	5.859573e+00
93	B34	36	6.290615e+00
94	G28	36	9.037157e+00
95	G21	43	5.668069e+00
96	B26	72	6.983487e+00
97	G11	40	6.050488e+00
98	B37	46	5.586824e+00
99	G39	43	6.683417e+00
100	G35	65	6.515128e+00
101	B24	42	7.103998e+00
102	G20	65	5.620156e+00
103	B13	46	6.197457e+00
104	G23	32	6.027843e+00
105	G07	61	8.059109e+00
106	G08	43	6.159522e+00
107	G22	29	7.005401e+00
108	G16	44	5.832542e+00
109	B40	42	6.903743e+00
110	B16	19	5.658568e+00
111	G31	44	6.538896e+00
112	G09	74	6.738675e+00
113	B33	65	5.804103e+00
114	G17	51	6.416224e+00
115	G27	39	5.920526e+00
116	B20	43	7.093724e+00
117	G01	32	5.535040e+00
118	B28	37	7.509746e+00
119	B29	54	5.604345e+00
120	B14	63	5.664244e+00
121	G15	49	6.144127e+00
122	G25	55	7.808082e+00
123	G24	41	5.774702e+00
124	B15	47	7.087652e+00
125	B36	51	6.453431e+00
126	G05	41	8.011497e+00
127	B32	55	5.846416e+00
128	B21	53	5.772615e+00
129	B35	58	5.611886e+00
130	G36	44	5.622603e+00
131	G37	52	7.333963e+00
132	B41	65	7.814136e+00
133	B24	45	6.272044e+00
134	B15	74	5.597745e+00
135	G08	45	6.612084e+00
136	G05	38	6.611342e+00
137	B16	48	6.037378e+00
138	B26	73	9.131232e+00
139	B14	54	5.994446e+00
140	B28	33	6.251921e+00
141	B20	55	8.169175e+00
142	G22	53	7.372681e+00
143	G35	64	5.709867e+00
144	G23	28	6.664540e+00
145	B23	46	9.070101e+00
146	B21	49	8.799472e+00
147	B40	39	5.786058e+00
148	G15	70	7.450206e+00
149	B09	60	6.388640e+00
150	G37	32	5.712634e+00
151	B41	22	7.227415e+00
152	G09	60	7.502137e+00
153	G36	39	5.827294e+00
154	G01	37	6.516313e+00
155	G27	41	6.168308e+00
156	B37	37	6.098963e+00
157	G31	34	6.224974e+00
158	B25	31	5.847605e+00
159	B36	50	7.595660e+00
160	B34	32	6.787731e+00
161	G25	61	8.935559e+00
162	G28	54	7.901767e+00
163	G16	47	6.540454e+00
164	B29	60	5.508065e+00
165	G17	44	6.296006e+00
166	G29	62	6.173843e+00
167	G11	37	6.541764e+00
168	B13	47	6.140339e+00
169	B32	89	7.225205e+00
170	G20	50	5.654789e+00
171	G07	45	8.006585e+00
172	G24	31	7.483835e+00
173	G21	32	6.613177e+00
174	G39	49	5.556289e+00
175	B33	28	6.423981e+00
176	B35	38	5.859979e+00
